50.000000 20690.000000 -59.300000 195.000000 503.300000
49.700000 20726.000000 -58.900000 NaN 505.000000
47.500000 21014.000000 -56.100000 NaN 518.400000
47.400000 21031.000000 -56.100000 NaN 518.800000
46.000000 21217.000000 -56.300000 NaN 522.700000
45.100000 21336.000000 -57.100000 NaN 523.600000
41.000000 21946.000000 -61.100000 NaN 528.300000
40.400000 22031.000000 -61.700000 NaN 528.900000
39.000000 22250.000000 -62.000000 NaN 533.600000
38.200000 22378.000000 -62.100000 NaN 536.400000
37.100000 22555.000000 -60.300000 70.000000 545.400000
35.400000 22860.000000 -57.300000 15.000000 560.900000
35.400000 22853.000000 -57.300000 16.000000 560.700000
30.400000 23816.000000 -57.100000 33.000000 586.200000
30.000000 23900.000000 -55.900000 35.000000 591.600000
29.200000 24079.000000 -53.400000 45.000000 603.400000
28.900000 24139.000000 -52.500000 68.000000 607.400000
28.200000 24296.000000 -52.100000 127.000000 612.700000
27.800000 24384.000000 -52.300000 160.000000 614.600000
25.300000 24994.000000 -53.700000 NaN 627.600000
22.900000 25629.000000 -55.100000 NaN 641.500000
22.400000 25770.000000 -53.700000 NaN 649.700000
22.100000 25857.000000 -49.900000 NaN 663.500000
21.700000 25976.000000 -48.700000 NaN 670.500000
20.000000 26510.000000 -48.900000 20.000000 685.700000
18.100000 27163.000000 -50.700000 80.000000 699.900000
17.400000 27432.000000 -49.000000 105.000000 713.500000
16.900000 27612.000000 -47.900000 106.000000 722.700000
13.800000 28956.000000 -49.600000 110.000000 760.500000
13.800000 28943.000000 -49.700000 110.000000 759.700000
12.700000 29491.000000 -45.700000 79.000000 791.900000
12.600000 29566.000000 -45.500000 75.000000 795.200000
12.000000 29870.000000 -44.500000 65.000000 809.000000
11.500000 30175.000000 -43.600000 90.000000 823.000000
11.000000 30480.000000 -42.600000 110.000000 837.200000
10.700000 30641.000000 -42.100000 89.000000 844.800000
10.500000 30785.000000 -39.200000 70.000000 860.500000
10.500000 30769.000000 -39.300000 72.000000 859.600000
